video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=phOwMRy_Hek&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@BBCNews,BBC News,Japan earthquake: cameras reveal panic as tremors strike | BBC News,觀看次數：162萬次,3 週前,A major search and rescue operation is underway in Japan after a powerful earthquake struck parts of the country. More than 100 ...,2024-01-28 22:29:12.792857
/watch?v=sJ3I-89V9bc&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@NBCNews,NBC News,Drone video shows scale of Japan earthquake devastation,觀看次數：45萬次,3 週前,Aerial footage from Wajima City on Japan's Noto Peninsula shows the destruction caused by a series of powerful earthquakes ...,2024-01-28 22:29:12.795878
/watch?v=yAjN3xX1M-w&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@CNN,CNN,See massive waves after earthquake hits Japan,觀看次數：354萬次,3 週前,Video shows massive waves hitting a sea wall after a 7.5 magnitude earthquake hit Japan. #CNN #News.,2024-01-28 22:29:12.798459
/watch?v=w8KQjZaqqVs&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@BBCNews,BBC News,Tsunami warning in Japan after strong earthquake | BBC News,觀看次數：293萬次,3 週前,Japan has issued a major tsunami warning after a 7.6 magnitude earthquake struck the central region. Residents in the coastal ...,2024-01-28 22:29:12.801027
/watch?v=e3Dn7MJaMuI&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@CNN,CNN,7.5 magnitude earthquake hits West Japan,觀看次數：213萬次,3 週前,"A 7.5 magnitude earthquake struck western Japan, according to the United States Geological Survey and the Japan ...",2024-01-28 22:29:12.804487
/watch?v=7TBUOAQ12H8&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@SkyNews,Sky News,Japan earthquake: What we know so far,觀看次數：84萬次,3 週前,"Major earthquakes have hit Japan, triggering a tsunami warning in the region. Local residents have been urged to evacuate, with ...",2024-01-28 22:29:12.807031
/watch?v=fl1wVw6BlrI&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@telegraph,The Telegraph,Japan earthquake: Buildings toppled as fires rip through residential areas,觀看次數：164萬次,3 週前,Powerful aftershocks rocked central Japan on Tuesday morning as the death toll from a New Year's Day earthquake rose to 48.,2024-01-28 22:29:20.007097
/watch?v=sg0Oqezmibk&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@NBCNews,NBC News,Videos show moments earthquakes struck Japan on New Year's Day,觀看次數：104萬次,3 週前,Residents in shopping malls and train stations caught the moments when a series of earthquakes struck Japan on New Year's ...,2024-01-28 22:29:20.009711
/watch?v=bKxzCTJlXqo&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@NHKWORLDJAPAN,NHK WORLD-JAPAN,Japan earthquake: Video footage of tsunami on January 1ーNHK WORLD-JAPAN NEWS,觀看次數：17萬次,2 週前,This selection of video clips shows the tsunami on January 1. The videos were all taken by NHK viewers at about 4.30 pm on the ...,2024-01-28 22:29:20.015683
/watch?v=LsAw7Lq7VI4&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@BBCNews,BBC News,Japan earthquake: Death toll climbs to 64 as rescuers race to survivors | BBC News,觀看次數：60萬次,3 週前,Rescue efforts continue in Japan after at least 64 people were killed in a powerful earthquake that hit the country on New Year's ...,2024-01-28 22:29:20.018672
/watch?v=tGNyvtULBmM&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@CTVNews,CTV News,Video shows exact moment Japan hit by huge earthquakes,觀看次數：49萬次,3 週前,New video from Japan shows the exact moment that the country was hit by a series of powerful earthquakes. Subscribe to CTV ...,2024-01-28 22:29:20.021472
/watch?v=qi7zONJXUUE&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@NHKWORLDJAPAN,NHK WORLD-JAPAN,Japan earthquake: The destructive power of liquefactionーNHK WORLD-JAPAN NEWS,觀看次數：19萬次,2 週前,Japan's New Year's Day earthquake destroyed areas well beyond the hardest hit regions close to the epicenter. NHK World's ...,2024-01-28 22:29:20.023965
/watch?v=fNqEHTkDHxQ&pp=ygUQSmFwYW4gRWFydGhxdWFrZQ%3D%3D,/@globalnews,Global News,Japan earthquake: How was a larger disaster averted?,觀看次數：12萬次,3 週前,"As Japan recovers from a violent earthquake that killed at least 57 people, the desperate search is now on for survivors trapped ...",2024-01-28 22:29:20.026588
